geoid,SPORDER,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,JWMNP,JWTR,RELP,SCHL,SEX,WKHP,WKW,DIS,ESR,RELP_label,SCHL_label,SEX_label,ESR_label,WKW_label,JWTR_label,WKHP_label,JWMNP_label,DIS_label,DEAR_label,DEYE_label,DREM_label,DPHY_label,DOUT_label,DDRS_label,DRAT_label,person_age_group,decision_capable,decision_policy,synthetic_household_id,resident_id
14000US06089012000,1,22,71,2.0,2,2,2.0,2.0,,2.0,,,0,19.0,1,,,2,6.0,Reference person,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t035_h0000018,syn_t035_h0000018_r001
14000US06089012000,2,23,68,2.0,2,2,2.0,2.0,,2.0,,,1,20.0,2,,,2,6.0,Husband/wife,Associate's degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t035_h0000018,syn_t035_h0000018_r002
14000US06089012000,3,45,36,2.0,2,2,2.0,2.0,,2.0,,,2,19.0,1,,,2,6.0,Biological son or daughter,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000018,syn_t035_h0000018_r003
14000US06089012000,1,28,22,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,16.0,2,40.0,1.0,2,1.0,Reference person,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000019,syn_t035_h0000019_r001
14000US06089012000,2,51,40,2.0,2,2,2.0,2.0,,2.0,,,6,20.0,2,,,2,3.0,Father or mother,Associate's degree,Female,Unemployed,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000019,syn_t035_h0000019_r002
14000US06089012000,3,42,39,1.0,2,2,1.0,1.0,,2.0,,,11,17.0,1,,,1,6.0,Roomer or boarder,GED or alternative credential,Male,Not in labor force,,,,,With a disability,No,No,No,Yes,Yes,Yes,,35_64,True,generative,syn_t035_h0000019,syn_t035_h0000019_r003
14000US06089012000,1,12,55,2.0,2,2,2.0,2.0,,2.0,4.0,1.0,0,14.0,2,35.0,1.0,2,1.0,Reference person,Grade 11,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000020,syn_t035_h0000020_r001
14000US06089012000,2,15,19,2.0,2,2,2.0,2.0,,2.0,,,2,18.0,2,,,2,6.0,Biological son or daughter,"Some college, but less than 1 year",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000020,syn_t035_h0000020_r002
14000US06089012000,1,20,64,2.0,2,2,1.0,1.0,,1.0,,,0,10.0,1,,,1,6.0,Reference person,Grade 7,Male,Not in labor force,,,,,With a disability,No,No,Yes,Yes,Yes,No,,35_64,True,generative,syn_t035_h0000021,syn_t035_h0000021_r001
14000US06089012000,1,13,43,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,21.0,2,40.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000022,syn_t035_h0000022_r001
14000US06089012000,2,15,23,2.0,2,2,2.0,2.0,,2.0,,,2,16.0,2,,,2,6.0,Biological son or daughter,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000022,syn_t035_h0000022_r002
14000US06089012000,3,15,3,,2,2,,,,,,,7,1.0,1,,,2,,Grandchild,No schooling completed,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t035_h0000022,syn_t035_h0000022_r003
14000US06089012000,4,11,25,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,9,16.0,1,25.0,6.0,2,1.0,Son-in-law or daughter-in-law,Regular high school diploma,Male,"Civilian employed, at work",less than 14 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000022,syn_t035_h0000022_r004
14000US06089012000,1,60,29,2.0,2,2,2.0,2.0,,2.0,,,0,19.0,2,,,2,6.0,Reference person,"1 or more years of college credit, no degree",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000023,syn_t035_h0000023_r001
14000US06089012000,2,85,68,1.0,2,2,1.0,2.0,,1.0,,,6,21.0,2,,,1,6.0,Father or mother,Bachelor's degree,Female,Not in labor force,,,,,With a disability,No,No,Yes,No,Yes,Yes,,65_plus,True,generative,syn_t035_h0000023,syn_t035_h0000023_r002
14000US06089012000,3,85,63,2.0,2,2,2.0,2.0,,2.0,,,10,19.0,1,,,2,6.0,Other relative,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000023,syn_t035_h0000023_r003
14000US06089012000,1,15,86,2.0,2,2,2.0,2.0,5.0,2.0,,,0,16.0,1,,,2,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,"70, 80, 90, or 100 percent",65_plus,True,generative,syn_t035_h0000024,syn_t035_h0000024_r001
14000US06089012000,2,7,84,2.0,2,2,1.0,2.0,,2.0,,,1,16.0,2,,,1,6.0,Husband/wife,Regular high school diploma,Female,Not in labor force,,,,,With a disability,No,No,No,No,Yes,No,,65_plus,True,generative,syn_t035_h0000024,syn_t035_h0000024_r002
14000US06089012000,1,41,37,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,2,,,2,6.0,Reference person,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t035_h0000025,syn_t035_h0000025_r001
14000US06089012000,2,26,19,2.0,2,2,2.0,2.0,,2.0,,,2,14.0,1,,,2,6.0,Biological son or daughter,Grade 11,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t035_h0000025,syn_t035_h0000025_r002
14000US06089012000,3,35,16,2.0,2,2,2.0,2.0,,2.0,,,2,13.0,2,,,2,6.0,Biological son or daughter,Grade 10,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t035_h0000025,syn_t035_h0000025_r003
14000US06089012000,4,42,10,2.0,2,2,,2.0,,2.0,,,2,8.0,2,,,2,,Biological son or daughter,Grade 5,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t035_h0000025,syn_t035_h0000025_r004
14000US06089012000,5,46,8,2.0,2,2,,2.0,,2.0,,,2,6.0,1,,,2,,Biological son or daughter,Grade 3,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t035_h0000025,syn_t035_h0000025_r005
14000US06089012101,1,42,63,2.0,2,2,2.0,1.0,,2.0,,,0,18.0,2,,,1,6.0,Reference person,"Some college, but less than 1 year",Female,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,35_64,True,generative,syn_t036_h0000001,syn_t036_h0000001_r001
14000US06089012101,2,24,87,1.0,1,2,1.0,1.0,,1.0,,,6,1.0,1,,,1,6.0,Father or mother,No schooling completed,Male,Not in labor force,,,,,With a disability,Yes,No,Yes,Yes,Yes,Yes,,65_plus,True,generative,syn_t036_h0000001,syn_t036_h0000001_r002
14000US06089012101,1,9,53,2.0,2,2,2.0,2.0,,1.0,15.0,1.0,0,21.0,2,40.0,3.0,1,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,No,No,Yes,No,No,No,,35_64,True,generative,syn_t036_h0000002,syn_t036_h0000002_r001
14000US06089012101,2,9,51,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,1,21.0,2,40.0,6.0,2,1.0,Husband/wife,Bachelor's degree,Female,"Civilian employed, at work",less than 14 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000002,syn_t036_h0000002_r002
14000US06089012101,1,58,21,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,19.0,2,30.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000003,syn_t036_h0000003_r001
14000US06089012101,2,54,20,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,13,16.0,1,30.0,1.0,2,1.0,Unmarried partner,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000003,syn_t036_h0000003_r002
14000US06089012101,3,80,23,2.0,1,2,2.0,2.0,,2.0,15.0,1.0,15,16.0,1,40.0,1.0,1,1.0,Other nonrelative,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000003,syn_t036_h0000003_r003
14000US06089012101,4,66,20,2.0,2,2,2.0,2.0,,2.0,,,15,16.0,2,30.0,4.0,2,6.0,Other nonrelative,Regular high school diploma,Female,Not in labor force,27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000003,syn_t036_h0000003_r004
14000US06089012101,1,27,35,2.0,1,2,2.0,2.0,,2.0,15.0,1.0,0,22.0,2,40.0,1.0,1,1.0,Reference person,Master's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000004,syn_t036_h0000004_r001
14000US06089012101,2,24,34,2.0,2,2,2.0,2.0,5.0,2.0,20.0,1.0,1,21.0,1,25.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,"70, 80, 90, or 100 percent",18_34,True,generative,syn_t036_h0000004,syn_t036_h0000004_r002
14000US06089012101,1,18,54,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,18.0,2,40.0,1.0,2,1.0,Reference person,"Some college, but less than 1 year",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000005,syn_t036_h0000005_r001
14000US06089012101,2,18,56,2.0,2,2,1.0,1.0,,1.0,,,1,18.0,1,,,1,6.0,Husband/wife,"Some college, but less than 1 year",Male,Not in labor force,,,,,With a disability,No,No,Yes,Yes,Yes,No,,35_64,True,generative,syn_t036_h0000005,syn_t036_h0000005_r002
14000US06089012101,1,20,23,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,21.0,2,35.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000006,syn_t036_h0000006_r001
14000US06089012101,2,38,24,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,16.0,1,40.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000006,syn_t036_h0000006_r002
14000US06089012101,3,19,6,2.0,2,1,,2.0,,2.0,,,2,3.0,2,,,1,,Biological son or daughter,Kindergarten,Female,,,,,,With a disability,No,Yes,No,No,,No,,0_17,False,dependent,syn_t036_h0000006,syn_t036_h0000006_r003
14000US06089012101,1,26,26,2.0,2,2,2.0,2.0,,2.0,25.0,1.0,0,20.0,2,36.0,1.0,2,1.0,Reference person,Associate's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000007,syn_t036_h0000007_r001
14000US06089012101,2,19,28,2.0,2,2,2.0,2.0,,2.0,,,1,16.0,1,,,2,3.0,Husband/wife,Regular high school diploma,Male,Unemployed,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000007,syn_t036_h0000007_r002
14000US06089012101,3,28,5,2.0,2,2,,2.0,,2.0,,,2,1.0,2,,,2,,Biological son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000007,syn_t036_h0000007_r003
14000US06089012101,4,30,0,,2,2,,,,,,,2,,2,,,2,,Biological son or daughter,,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000007,syn_t036_h0000007_r004
14000US06089012101,5,32,26,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,10,19.0,1,40.0,3.0,2,1.0,Other relative,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000007,syn_t036_h0000007_r005
14000US06089012101,1,10,52,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,19.0,1,40.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000008,syn_t036_h0000008_r001
14000US06089012101,2,12,51,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,16.0,2,40.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000008,syn_t036_h0000008_r002
14000US06089012101,1,19,40,2.0,2,2,2.0,2.0,,2.0,,,0,20.0,2,20.0,4.0,2,6.0,Reference person,Associate's degree,Female,Not in labor force,27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000009,syn_t036_h0000009_r001
14000US06089012101,2,20,42,2.0,2,2,2.0,2.0,,2.0,12.0,1.0,1,21.0,1,45.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000009,syn_t036_h0000009_r002
14000US06089012101,3,26,15,2.0,2,2,2.0,2.0,,2.0,,,2,11.0,1,,,2,,Biological son or daughter,Grade 8,Male,,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r003
14000US06089012101,4,17,13,2.0,2,2,,2.0,,2.0,,,2,10.0,2,,,2,,Biological son or daughter,Grade 7,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r004
14000US06089012101,5,18,11,2.0,2,2,,2.0,,2.0,,,2,8.0,2,,,2,,Biological son or daughter,Grade 5,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r005
14000US06089012101,6,20,8,2.0,2,2,,2.0,,2.0,,,2,5.0,1,,,2,,Biological son or daughter,Grade 2,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r006
14000US06089012101,7,19,6,2.0,2,2,,2.0,,2.0,,,2,3.0,1,,,2,,Biological son or daughter,Kindergarten,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r007
14000US06089012101,8,20,4,,2,2,,,,,,,3,1.0,2,,,2,,Adopted son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000009,syn_t036_h0000009_r008
14000US06089012101,9,21,58,2.0,2,2,2.0,2.0,,2.0,,,11,23.0,1,,,2,6.0,Roomer or boarder,Professional degree beyond a bachelor's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000009,syn_t036_h0000009_r009
14000US06089012101,1,74,28,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,21.0,2,40.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000010,syn_t036_h0000010_r001
14000US06089012101,2,65,37,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,1,19.0,1,40.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000010,syn_t036_h0000010_r002
14000US06089012101,3,65,0,,2,2,,,,,,,2,,2,,,2,,Biological son or daughter,,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000010,syn_t036_h0000010_r003
14000US06089012101,1,49,51,2.0,2,2,1.0,1.0,,1.0,,,0,16.0,2,,,1,6.0,Reference person,Regular high school diploma,Female,Not in labor force,,,,,With a disability,No,No,Yes,Yes,Yes,No,,35_64,True,generative,syn_t036_h0000011,syn_t036_h0000011_r001
14000US06089012101,2,56,45,2.0,2,2,2.0,2.0,,2.0,,11.0,1,16.0,1,50.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000011,syn_t036_h0000011_r002
14000US06089012101,1,19,70,2.0,2,2,2.0,2.0,,2.0,,,0,23.0,2,40.0,5.0,2,6.0,Reference person,Professional degree beyond a bachelor's degree,Female,Not in labor force,14 to 26 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t036_h0000012,syn_t036_h0000012_r001
14000US06089012101,2,20,69,2.0,2,2,2.0,2.0,,2.0,,,1,23.0,1,,,2,6.0,Husband/wife,Professional degree beyond a bachelor's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t036_h0000012,syn_t036_h0000012_r002
14000US06089012101,1,55,60,2.0,2,2,2.0,1.0,,2.0,,,0,16.0,1,,,1,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,35_64,True,generative,syn_t036_h0000013,syn_t036_h0000013_r001
14000US06089012101,1,18,63,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,1,,,2,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000014,syn_t036_h0000014_r001
14000US06089012101,1,22,58,2.0,2,1,2.0,1.0,3.0,2.0,,,0,16.0,1,,,1,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,With a disability,No,Yes,No,Yes,No,No,30 or 40 percent,35_64,True,generative,syn_t036_h0000015,syn_t036_h0000015_r001
14000US06089012101,2,7,63,2.0,2,2,2.0,2.0,,2.0,35.0,1.0,1,19.0,2,36.0,3.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000015,syn_t036_h0000015_r002
14000US06089012101,1,20,47,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,21.0,2,80.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000016,syn_t036_h0000016_r001
14000US06089012101,2,20,50,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,1,19.0,1,80.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000016,syn_t036_h0000016_r002
14000US06089012101,1,9,28,2.0,2,2,2.0,2.0,,2.0,,,0,19.0,2,,,2,6.0,Reference person,"1 or more years of college credit, no degree",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000017,syn_t036_h0000017_r001
14000US06089012101,2,10,9,2.0,2,2,,2.0,,2.0,,,2,5.0,1,,,2,,Biological son or daughter,Grade 2,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000017,syn_t036_h0000017_r002
14000US06089012101,3,10,6,2.0,2,2,,2.0,,2.0,,,2,2.0,2,,,2,,Biological son or daughter,"Nursery school, preschool",Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000017,syn_t036_h0000017_r003
14000US06089012101,4,11,1,,2,2,,,,,,,2,,1,,,2,,Biological son or daughter,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000017,syn_t036_h0000017_r004
14000US06089012101,5,10,1,,2,2,,,,,,,2,,1,,,2,,Biological son or daughter,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000017,syn_t036_h0000017_r005
14000US06089012101,1,14,62,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,2,,,2,6.0,Reference person,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000018,syn_t036_h0000018_r001
14000US06089012101,2,12,65,2.0,2,2,2.0,2.0,,2.0,4.0,1.0,1,19.0,1,16.0,3.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t036_h0000018,syn_t036_h0000018_r002
14000US06089012101,3,13,38,2.0,2,2,2.0,2.0,,2.0,4.0,1.0,2,16.0,1,40.0,1.0,2,1.0,Biological son or daughter,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000018,syn_t036_h0000018_r003
14000US06089012101,1,13,47,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,2,30.0,4.0,2,6.0,Reference person,Regular high school diploma,Female,Not in labor force,27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000019,syn_t036_h0000019_r001
14000US06089012101,2,11,53,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,13,16.0,1,70.0,1.0,2,1.0,Unmarried partner,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000019,syn_t036_h0000019_r002
14000US06089012101,1,40,31,2.0,2,2,2.0,2.0,,2.0,,,0,17.0,1,,,2,6.0,Reference person,GED or alternative credential,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000020,syn_t036_h0000020_r001
14000US06089012101,2,31,31,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,1,16.0,2,30.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000020,syn_t036_h0000020_r002
14000US06089012101,3,41,13,2.0,2,2,,2.0,,2.0,,,2,8.0,1,,,2,,Biological son or daughter,Grade 5,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000020,syn_t036_h0000020_r003
14000US06089012101,4,43,11,2.0,2,2,,2.0,,2.0,,,2,6.0,2,,,2,,Biological son or daughter,Grade 3,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000020,syn_t036_h0000020_r004
14000US06089012101,5,44,3,,2,2,,,,,,,2,1.0,2,,,2,,Biological son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000020,syn_t036_h0000020_r005
14000US06089012101,1,8,55,2.0,2,2,2.0,2.0,,2.0,70.0,1.0,0,19.0,2,40.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000021,syn_t036_h0000021_r001
14000US06089012101,1,15,85,2.0,2,2,2.0,2.0,,2.0,,,0,20.0,1,,,2,6.0,Reference person,Associate's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t036_h0000022,syn_t036_h0000022_r001
14000US06089012101,1,11,55,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,0,16.0,1,40.0,1.0,2,1.0,Reference person,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000023,syn_t036_h0000023_r001
14000US06089012101,2,11,54,2.0,2,2,2.0,2.0,,2.0,,11.0,1,16.0,2,50.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000023,syn_t036_h0000023_r002
14000US06089012101,1,8,64,2.0,2,2,2.0,2.0,,2.0,7.0,1.0,0,21.0,2,12.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000024,syn_t036_h0000024_r001
14000US06089012101,2,8,79,2.0,2,2,1.0,2.0,,1.0,,,1,22.0,1,,,1,6.0,Husband/wife,Master's degree,Male,Not in labor force,,,,,With a disability,No,No,Yes,No,Yes,No,,65_plus,True,generative,syn_t036_h0000024,syn_t036_h0000024_r002
14000US06089012101,1,45,36,2.0,2,2,2.0,2.0,,2.0,60.0,1.0,0,12.0,1,40.0,4.0,2,1.0,Reference person,Grade 9,Male,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t036_h0000025,syn_t036_h0000025_r001
14000US06089012101,2,36,32,2.0,2,2,2.0,2.0,,2.0,,,1,16.0,2,,,2,6.0,Husband/wife,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t036_h0000025,syn_t036_h0000025_r002
14000US06089012101,3,43,10,2.0,2,2,,2.0,,2.0,,,2,6.0,2,,,2,,Biological son or daughter,Grade 3,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t036_h0000025,syn_t036_h0000025_r003
14000US06089012101,4,56,1,,2,2,,,,,,,2,,1,,,2,,Biological son or daughter,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t036_h0000025,syn_t036_h0000025_r004
