donor_id,PUMA,ADJINC,WGTP,NP,TYPE,ACCESS,BDSP,BLD,HISPEED,RMSP,SMARTPHONE,TEN,VEH,HHT,HINCP,HUPAC,HUPAOC,HUPARC,NOC,NRC,WIF,HINCP_ADJUSTED_2018,negative_income,TEN_label,BLD_label,ACCESS_label,HISPEED_label,SMARTPHONE_label,HUPAC_label,HUPAOC_label,HUPARC_label,WIF_label,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0003775,08900,1013097,11,2,1,1,4.0,02,1,6.0,1,2,2.0,1.0,55300.0,4,4,4,0.0,0.0,0,56024.2641,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,50000_59999,2,married_couple,has_65_plus,11.0,2
donor_h0003776,08900,1013097,13,1,1,1,3.0,02,1,6.0,2,2,1.0,6.0,31400.0,4,4,4,0.0,0.0,,31811.2458,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,30000_34999,1,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0003777,08900,1013097,14,3,1,1,4.0,02,1,8.0,1,2,2.0,3.0,117300.0,2,2,2,1.0,1.0,1,118836.2781,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,100000_124999,2,other_female_householder,no_65_plus,14.0,3
donor_h0003778,08900,1013097,14,2,1,1,3.0,02,2,6.0,1,1,2.0,7.0,37000.0,4,4,4,0.0,0.0,,37484.589,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,35000_39999,2,nonfamily_not_living_alone,no_65_plus,14.0,2
donor_h0003779,08900,1013097,12,6,1,1,5.0,02,2,9.0,2,1,3.0,3.0,180100.0,3,4,3,0.0,2.0,3,182458.7697,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,With children under 6 years and 6 to 17 years,No own children present,Presence of related children under 6 years and 6 to 17 years,3 or more workers in family,150000_199999,3,other_female_householder,no_65_plus,12.0,6
donor_h0003780,08900,1013097,14,2,1,1,3.0,02,1,5.0,1,3,3.0,7.0,133800.0,4,4,4,0.0,0.0,,135552.3786,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,125000_149999,3,nonfamily_not_living_alone,no_65_plus,14.0,2
donor_h0003781,08900,1013097,38,3,1,1,2.0,07,2,4.0,1,3,1.0,3.0,20000.0,3,3,3,2.0,2.0,1,20261.94,False,Rented,10-19 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,20000_24999,1,other_female_householder,no_65_plus,38.0,3
donor_h0003782,08900,1013097,14,1,1,1,3.0,02,1,6.0,1,1,1.0,4.0,77500.0,4,4,4,0.0,0.0,,78515.0175,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,75000_99999,1,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0003783,08900,1013097,7,1,1,1,3.0,02,1,5.0,1,2,2.0,6.0,16500.0,4,4,4,0.0,0.0,,16716.1005,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,15000_19999,2,nonfamily_not_living_alone,has_65_plus,7.0,1
donor_h0003784,08900,1013097,15,1,1,1,2.0,07,1,4.0,1,3,1.0,6.0,10900.0,4,4,4,0.0,0.0,,11042.7573,False,Rented,10-19 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,10000_14999,1,nonfamily_not_living_alone,no_65_plus,15.0,1
donor_h0003785,08900,1013097,2,2,1,1,3.0,02,1,6.0,2,1,2.0,1.0,32800.0,4,4,4,0.0,0.0,0,33229.5816,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,30000_34999,2,married_couple,has_65_plus,2.0,2
donor_h0003786,08900,1013097,2,2,1,1,2.0,02,2,6.0,1,1,2.0,1.0,40500.0,4,4,4,0.0,0.0,1,41030.4285,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,40000_44999,2,married_couple,has_65_plus,2.0,2
donor_h0003787,08900,1013097,12,4,1,1,3.0,02,1,6.0,1,3,3.0,1.0,111000.0,2,2,2,2.0,2.0,2,112453.767,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,100000_124999,3,married_couple,no_65_plus,12.0,4
donor_h0003788,08900,1013097,16,4,1,1,2.0,02,1,4.0,1,3,2.0,3.0,48400.0,3,2,2,1.0,1.0,1,49033.8948,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,45000_49999,2,other_female_householder,no_65_plus,16.0,4
donor_h0003789,08900,1013097,13,2,1,1,2.0,03,1,6.0,1,1,2.0,3.0,110000.0,4,4,4,0.0,0.0,2,111440.67,False,Owned with mortgage or loan (include home equity loans),One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,other_female_householder,no_65_plus,13.0,2
donor_h0003790,08900,1013097,12,2,1,1,3.0,02,1,5.0,1,1,3.0,1.0,74500.0,4,4,4,0.0,0.0,2,75475.7265,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,3,married_couple,no_65_plus,12.0,2
donor_h0003791,08900,1013097,4,2,1,1,4.0,02,2,5.0,1,2,4.0,1.0,180300.0,4,4,4,0.0,0.0,2,182661.3891,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,150000_199999,4_plus,married_couple,has_65_plus,4.0,2
donor_h0003792,08900,1013097,14,1,1,1,3.0,02,2,11.0,1,1,1.0,6.0,44000.0,4,4,4,0.0,0.0,,44576.268,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_not_living_alone,has_65_plus,14.0,1
donor_h0003793,08900,1013097,18,5,1,1,2.0,06,1,4.0,1,3,4.0,5.0,49500.0,4,4,4,0.0,0.0,,50148.3015,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,4_plus,nonfamily_living_alone,no_65_plus,18.0,5
donor_h0003794,08900,1013097,13,1,1,1,2.0,01,1,4.0,1,2,1.0,6.0,34400.0,4,4,4,0.0,0.0,,34850.5368,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,30000_34999,1,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0003795,08900,1013097,7,2,1,1,3.0,02,1,7.0,1,2,2.0,1.0,98200.0,4,4,4,0.0,0.0,1,99486.1254,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,75000_99999,2,married_couple,has_65_plus,7.0,2
donor_h0003796,08900,1013097,19,2,1,1,3.0,02,1,5.0,2,1,2.0,1.0,54500.0,4,4,4,0.0,0.0,1,55213.7865,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,1 worker,50000_59999,2,married_couple,has_65_plus,19.0,2
donor_h0003797,08900,1013097,8,2,1,1,3.0,02,1,7.0,1,2,2.0,1.0,50000.0,4,4,4,0.0,0.0,0,50654.85,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,50000_59999,2,married_couple,has_65_plus,8.0,2
donor_h0003798,08900,1013097,13,2,1,3,3.0,02,,5.0,1,2,2.0,1.0,63000.0,4,4,4,0.0,0.0,1,63825.111,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,1 worker,60000_74999,2,married_couple,has_65_plus,13.0,2
donor_h0003799,08900,1013097,13,2,1,1,2.0,02,1,6.0,2,2,3.0,7.0,87700.0,4,4,4,0.0,0.0,,88848.6069,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,75000_99999,3,nonfamily_not_living_alone,has_65_plus,13.0,2
donor_h0003800,08900,1013097,11,2,1,1,2.0,09,1,4.0,1,3,2.0,3.0,45000.0,2,2,2,1.0,1.0,1,45589.365,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,45000_49999,2,other_female_householder,no_65_plus,11.0,2
donor_h0003801,08900,1013097,15,2,1,1,3.0,01,1,8.0,1,1,2.0,1.0,64300.0,4,4,4,0.0,0.0,1,65142.1371,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,60000_74999,2,married_couple,has_65_plus,15.0,2
donor_h0003802,08900,1013097,5,2,1,1,1.0,10,2,2.0,1,2,1.0,3.0,14100.0,2,2,2,1.0,1.0,0,14284.6677,False,Owned free and clear,"Boat, RV, van, etc.","Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,10000_14999,1,other_female_householder,no_65_plus,5.0,2
donor_h0003803,08900,1013097,15,2,1,1,4.0,02,1,7.0,1,1,4.0,5.0,90600.0,4,4,4,0.0,0.0,,91786.5882,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,75000_99999,4_plus,nonfamily_living_alone,no_65_plus,15.0,2
donor_h0003804,08900,1013097,13,2,1,1,4.0,02,1,11.0,1,1,5.0,1.0,134500.0,4,4,4,0.0,0.0,0,136261.5465,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,125000_149999,4_plus,married_couple,has_65_plus,13.0,2
donor_h0003805,08900,1013097,20,2,1,1,1.0,02,1,5.0,1,1,4.0,1.0,118500.0,4,4,4,0.0,0.0,2,120051.9945,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,4_plus,married_couple,no_65_plus,20.0,2
donor_h0003806,08900,1013097,11,2,1,1,2.0,02,1,4.0,1,3,1.0,1.0,24200.0,4,4,4,0.0,0.0,0,24516.9474,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,20000_24999,1,married_couple,no_65_plus,11.0,2
donor_h0003807,08900,1013097,20,3,1,1,3.0,02,1,6.0,1,1,2.0,1.0,30000.0,4,4,4,0.0,0.0,2,30392.91,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,30000_34999,2,married_couple,no_65_plus,20.0,3
donor_h0003808,08900,1013097,27,2,1,1,3.0,02,1,6.0,1,1,2.0,1.0,110000.0,4,4,4,0.0,0.0,2,111440.67,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,27.0,2
donor_h0003809,08900,1013097,15,2,1,1,3.0,02,1,7.0,1,1,3.0,1.0,265600.0,4,4,4,0.0,0.0,2,269078.5632,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,200000_plus,3,married_couple,no_65_plus,15.0,2
donor_h0003810,08900,1013097,18,6,1,1,3.0,02,1,6.0,1,1,6.0,1.0,203000.0,2,2,2,2.0,2.0,3,205658.691,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,200000_plus,4_plus,married_couple,no_65_plus,18.0,6
donor_h0003811,08900,1013097,2,2,1,1,2.0,02,2,5.0,1,1,2.0,1.0,48200.0,4,4,4,0.0,0.0,1,48831.2754,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,45000_49999,2,married_couple,has_65_plus,2.0,2
donor_h0003812,08900,1013097,64,4,1,1,3.0,02,1,6.0,1,3,2.0,3.0,115700.0,2,2,2,1.0,1.0,0,117215.3229,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,100000_124999,2,other_female_householder,no_65_plus,64.0,4
donor_h0003813,08900,1013097,8,2,1,1,3.0,02,1,4.0,1,1,2.0,1.0,95000.0,4,4,4,0.0,0.0,1,96244.215,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,75000_99999,2,married_couple,no_65_plus,8.0,2
donor_h0003814,08900,1013097,22,4,1,1,3.0,03,1,9.0,1,1,2.0,1.0,135000.0,1,1,1,2.0,2.0,2,136768.095,False,Owned with mortgage or loan (include home equity loans),One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,2 workers,125000_149999,2,married_couple,no_65_plus,22.0,4
donor_h0003815,08900,1013097,14,3,1,1,2.0,02,1,4.0,1,3,2.0,3.0,53000.0,1,1,1,1.0,1.0,1,53694.141,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,50000_59999,2,other_female_householder,no_65_plus,14.0,3
donor_h0003816,08900,1013097,23,3,1,1,3.0,02,1,8.0,1,1,3.0,1.0,80000.0,4,4,4,0.0,0.0,2,81047.76,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,3,married_couple,no_65_plus,23.0,3
donor_h0003817,08900,1013097,2,1,1,1,3.0,02,2,7.0,2,2,2.0,6.0,34500.0,4,4,4,0.0,0.0,,34951.8465,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,,30000_34999,2,nonfamily_not_living_alone,has_65_plus,2.0,1
donor_h0003818,08900,1013097,22,2,1,1,3.0,01,2,7.0,1,2,3.0,3.0,60200.0,4,4,4,0.0,0.0,0,60988.4394,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,No workers,60000_74999,3,other_female_householder,has_65_plus,22.0,2
donor_h0003819,08900,1013097,13,4,1,1,4.0,02,1,7.0,1,1,2.0,1.0,61000.0,2,2,2,2.0,2.0,2,61798.917,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,60000_74999,2,married_couple,no_65_plus,13.0,4
donor_h0003820,08900,1013097,5,1,1,1,2.0,02,1,5.0,1,1,1.0,6.0,377200.0,4,4,4,0.0,0.0,,382140.1884,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,200000_plus,1,nonfamily_not_living_alone,has_65_plus,5.0,1
donor_h0003821,08900,1013097,3,2,1,1,4.0,02,1,10.0,1,1,2.0,1.0,51900.0,4,4,4,0.0,0.0,0,52579.7343,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,50000_59999,2,married_couple,has_65_plus,3.0,2
donor_h0003822,08900,1013097,15,1,1,1,3.0,02,1,5.0,1,1,1.0,6.0,75100.0,4,4,4,0.0,0.0,,76083.5847,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,75000_99999,1,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0003823,08900,1013097,14,3,1,1,4.0,02,1,6.0,1,1,3.0,3.0,82000.0,4,4,4,0.0,0.0,1,83073.954,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,75000_99999,3,other_female_householder,has_65_plus,14.0,3
donor_h0003824,08900,1013097,12,1,1,1,3.0,02,1,5.0,1,1,1.0,6.0,45000.0,4,4,4,0.0,0.0,,45589.365,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,45000_49999,1,nonfamily_not_living_alone,has_65_plus,12.0,1
donor_h0003825,08900,1013097,7,2,1,1,3.0,02,2,6.0,2,1,2.0,1.0,850.0,4,4,4,0.0,0.0,0,861.13245,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,No workers,lt_10000,2,married_couple,has_65_plus,7.0,2
donor_h0003826,08900,1013097,14,3,1,1,3.0,02,1,4.0,1,3,2.0,2.0,65000.0,2,2,2,2.0,2.0,1,65851.305,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,60000_74999,2,other_male_householder,no_65_plus,14.0,3
donor_h0003827,08900,1013097,37,2,1,1,3.0,02,1,6.0,2,2,1.0,1.0,91000.0,4,4,4,0.0,0.0,0,92191.827,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,75000_99999,1,married_couple,has_65_plus,37.0,2
donor_h0003828,08900,1013097,28,2,1,1,3.0,02,1,6.0,1,1,3.0,1.0,126000.0,4,4,4,0.0,0.0,2,127650.222,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,125000_149999,3,married_couple,no_65_plus,28.0,2
donor_h0003829,08900,1013097,11,2,1,1,3.0,03,1,6.0,2,1,2.0,1.0,60000.0,4,4,4,0.0,0.0,2,60785.82,False,Owned with mortgage or loan (include home equity loans),One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,60000_74999,2,married_couple,no_65_plus,11.0,2
donor_h0003830,08900,1013097,15,8,1,1,3.0,02,2,4.0,1,1,2.0,1.0,75000.0,3,3,3,6.0,6.0,2,75982.275,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,75000_99999,2,married_couple,no_65_plus,15.0,8
donor_h0003831,08900,1013097,46,2,1,1,5.0,02,2,7.0,1,1,2.0,2.0,130000.0,4,4,4,0.0,0.0,1,131702.61,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,125000_149999,2,other_male_householder,has_65_plus,46.0,2
donor_h0003832,08900,1013097,13,2,1,1,2.0,01,1,5.0,1,2,3.0,1.0,26100.0,4,4,4,0.0,0.0,1,26441.8317,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,25000_29999,3,married_couple,no_65_plus,13.0,2
donor_h0003833,08900,1013097,17,2,1,1,3.0,02,1,6.0,2,2,3.0,1.0,33460.0,4,4,4,0.0,0.0,0,33898.22562,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,30000_34999,3,married_couple,has_65_plus,17.0,2
donor_h0003834,08900,1013097,22,2,1,1,3.0,02,2,5.0,1,1,2.0,1.0,126900.0,4,4,4,0.0,0.0,2,128562.0093,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,125000_149999,2,married_couple,no_65_plus,22.0,2
donor_h0003835,08900,1013097,11,2,1,1,3.0,02,2,7.0,1,1,2.0,1.0,136000.0,4,4,4,0.0,0.0,1,137781.192,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,125000_149999,2,married_couple,no_65_plus,11.0,2
donor_h0003836,08900,1013097,8,3,1,1,4.0,02,1,8.0,1,1,3.0,1.0,130000.0,2,4,2,0.0,1.0,1,131702.61,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,1 worker,125000_149999,3,married_couple,no_65_plus,8.0,3
donor_h0003837,08900,1013097,9,2,1,1,1.0,01,2,2.0,1,2,1.0,5.0,940.0,4,4,4,0.0,0.0,,952.31118,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_living_alone,no_65_plus,9.0,2
donor_h0003838,08900,1013097,16,1,1,1,4.0,01,1,6.0,2,1,1.0,4.0,27000.0,4,4,4,0.0,0.0,,27353.619,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,25000_29999,1,nonfamily_living_alone,no_65_plus,16.0,1
donor_h0003839,08900,1013097,17,2,1,1,3.0,02,1,7.0,1,1,3.0,1.0,80800.0,4,4,4,0.0,0.0,1,81858.2376,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,75000_99999,3,married_couple,has_65_plus,17.0,2
donor_h0003840,08900,1013097,12,2,1,1,4.0,02,1,5.0,2,1,2.0,1.0,43000.0,4,4,4,0.0,0.0,0,43563.171,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,40000_44999,2,married_couple,no_65_plus,12.0,2
donor_h0003841,08900,1013097,16,2,1,1,2.0,03,1,5.0,1,1,4.0,1.0,100000.0,4,4,4,0.0,0.0,1,101309.7,False,Owned with mortgage or loan (include home equity loans),One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,100000_124999,4_plus,married_couple,no_65_plus,16.0,2
donor_h0003842,08900,1013097,2,2,1,1,2.0,02,2,4.0,1,3,3.0,1.0,65400.0,4,4,4,0.0,0.0,0,66256.5438,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,No workers,60000_74999,3,married_couple,has_65_plus,2.0,2
donor_h0003843,08900,1013097,11,1,1,3,2.0,01,,3.0,2,2,1.0,6.0,24160.0,4,4,4,0.0,0.0,,24476.42352,False,Owned free and clear,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,20000_24999,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0003844,08900,1013097,11,1,1,1,2.0,08,2,4.0,1,3,1.0,6.0,9000.0,4,4,4,0.0,0.0,,9117.873,False,Rented,20-49 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0003845,08900,1013097,61,4,1,1,2.0,02,1,6.0,1,1,2.0,3.0,51800.0,2,4,2,0.0,1.0,1,52478.4246,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,1 worker,50000_59999,2,other_female_householder,has_65_plus,61.0,4
donor_h0003846,08900,1013097,17,1,1,1,3.0,02,1,6.0,2,1,2.0,4.0,40000.0,4,4,4,0.0,0.0,,40523.88,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,40000_44999,2,nonfamily_living_alone,no_65_plus,17.0,1
donor_h0003847,08900,1013097,14,1,1,1,2.0,06,1,8.0,2,2,1.0,6.0,10000.0,4,4,4,0.0,0.0,,10130.97,False,Owned free and clear,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_not_living_alone,no_65_plus,14.0,1
donor_h0003848,08900,1013097,13,1,1,3,3.0,04,,5.0,2,3,0.0,4.0,29800.0,4,4,4,0.0,0.0,,30190.2906,False,Rented,2 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,30000_34999,0,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0003849,08900,1013097,10,2,1,1,3.0,02,1,5.0,2,2,2.0,1.0,61300.0,4,4,4,0.0,0.0,1,62102.8461,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,1 worker,60000_74999,2,married_couple,has_65_plus,10.0,2
donor_h0003850,08900,1013097,4,1,1,1,2.0,01,1,4.0,1,2,1.0,6.0,18000.0,4,4,4,0.0,0.0,,18235.746,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,15000_19999,1,nonfamily_not_living_alone,has_65_plus,4.0,1
donor_h0003851,08900,1013097,15,2,1,2,3.0,01,,4.0,1,1,3.0,5.0,104600.0,4,4,4,0.0,0.0,,105969.9462,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,,100000_124999,3,nonfamily_living_alone,has_65_plus,15.0,2
